//CoDeSys Mapping Export V1.2
//Mapped variable;//Parameter name @ counter in device;//Unit;//Description;//IEC address;//Device name;
//Important: change only first, third or fourth column in Excel or add variable name before first ;
;Тип датчика@4;;См. перечисление ANALOG_SENSORS в библиотеке Mx210 Assistant;%IB124;A4_1
;Полоса фильтра@4;ед. изм.;Полоса пропускания для фильтра нижних частот;%IB125;A4_1
;Сдвиг характеристики@4;ед. изм.;Величина смещения измеренного значения;%ID32;A4_1
;Наклон характеристики@4;;Коэффициент масштабирования смещенного значения;%ID33;A4_1
;Верхняя граница@4;ед. изм.;Для унифицированных сигналов тока или напряжения;%ID34;A4_1
;Нижняя граница@4;ед. изм.;Для унифицированных сигналов тока или напряжения;%ID35;A4_1
;Вход 6 (чтение);;См. структуру ANALOG_SENSOR_SETTINGS в библиотеке Mx210 Assistant;%ID36;A4_1
;Тип датчика@5;;См. перечисление ANALOG_SENSORS в библиотеке Mx210 Assistant;%IB144;A4_1
;Полоса фильтра@5;ед. изм.;Полоса пропускания для фильтра нижних частот;%IB145;A4_1
;Сдвиг характеристики@5;ед. изм.;Величина смещения измеренного значения;%ID37;A4_1
;Наклон характеристики@5;;Коэффициент масштабирования смещенного значения;%ID38;A4_1
;Верхняя граница@5;ед. изм.;Для унифицированных сигналов тока или напряжения;%ID39;A4_1
;Нижняя граница@5;ед. изм.;Для унифицированных сигналов тока или напряжения;%ID40;A4_1
;Вход 7 (чтение);;См. структуру ANALOG_SENSOR_SETTINGS в библиотеке Mx210 Assistant;%ID41;A4_1
;Тип датчика@6;;См. перечисление ANALOG_SENSORS в библиотеке Mx210 Assistant;%IB164;A4_1
;Полоса фильтра@6;ед. изм.;Полоса пропускания для фильтра нижних частот;%IB165;A4_1
;Сдвиг характеристики@6;ед. изм.;Величина смещения измеренного значения;%ID42;A4_1
;Наклон характеристики@6;;Коэффициент масштабирования смещенного значения;%ID43;A4_1
;Верхняя граница@6;ед. изм.;Для унифицированных сигналов тока или напряжения;%ID44;A4_1
;Нижняя граница@6;ед. изм.;Для унифицированных сигналов тока или напряжения;%ID45;A4_1
;Вход 8 (чтение);;См. структуру ANALOG_SENSOR_SETTINGS в библиотеке Mx210 Assistant;%ID46;A4_1
;Тип датчика@7;;См. перечисление ANALOG_SENSORS в библиотеке Mx210 Assistant;%IB184;A4_1
;Полоса фильтра@7;ед. изм.;Полоса пропускания для фильтра нижних частот;%IB185;A4_1
;Сдвиг характеристики@7;ед. изм.;Величина смещения измеренного значения;%ID47;A4_1
;Наклон характеристики@7;;Коэффициент масштабирования смещенного значения;%ID48;A4_1
;Верхняя граница@7;ед. изм.;Для унифицированных сигналов тока или напряжения;%ID49;A4_1
;Нижняя граница@7;ед. изм.;Для унифицированных сигналов тока или напряжения;%ID50;A4_1
;Вход 1 (запись);;См. структуру ANALOG_SENSOR_SETTINGS в библиотеке Mx210 Assistant;%QD2;A4_1
;Тип датчика@8;;См. перечисление ANALOG_SENSORS в библиотеке Mx210 Assistant;%QB8;A4_1
;Полоса фильтра@8;ед. изм.;Полоса пропускания для фильтра нижних частот;%QB9;A4_1
;Сдвиг характеристики@8;ед. изм.;Величина смещения измеренного значения;%QD3;A4_1
;Наклон характеристики@8;;Коэффициент масштабирования смещенного значения;%QD4;A4_1
;Верхняя граница@8;ед. изм.;Для унифицированных сигналов тока или напряжения;%QD5;A4_1
;Нижняя граница@8;ед. изм.;Для унифицированных сигналов тока или напряжения;%QD6;A4_1
;Вход 2 (запись);;См. структуру ANALOG_SENSOR_SETTINGS в библиотеке Mx210 Assistant;%QD7;A4_1
;Тип датчика@9;;См. перечисление ANALOG_SENSORS в библиотеке Mx210 Assistant;%QB28;A4_1
;Полоса фильтра@9;ед. изм.;Полоса пропускания для фильтра нижних частот;%QB29;A4_1
;Сдвиг характеристики@9;ед. изм.;Величина смещения измеренного значения;%QD8;A4_1
;Наклон характеристики@9;;Коэффициент масштабирования смещенного значения;%QD9;A4_1
;Верхняя граница@9;ед. изм.;Для унифицированных сигналов тока или напряжения;%QD10;A4_1
;Нижняя граница@9;ед. изм.;Для унифицированных сигналов тока или напряжения;%QD11;A4_1
;Вход 3 (запись);;См. структуру ANALOG_SENSOR_SETTINGS в библиотеке Mx210 Assistant;%QD12;A4_1
;Тип датчика@10;;См. перечисление ANALOG_SENSORS в библиотеке Mx210 Assistant;%QB48;A4_1
;Полоса фильтра@10;ед. изм.;Полоса пропускания для фильтра нижних частот;%QB49;A4_1
;Сдвиг характеристики@10;ед. изм.;Величина смещения измеренного значения;%QD13;A4_1
;Наклон характеристики@10;;Коэффициент масштабирования смещенного значения;%QD14;A4_1
;Верхняя граница@10;ед. изм.;Для унифицированных сигналов тока или напряжения;%QD15;A4_1
;Нижняя граница@10;ед. изм.;Для унифицированных сигналов тока или напряжения;%QD16;A4_1
;Вход 4 (запись);;См. структуру ANALOG_SENSOR_SETTINGS в библиотеке Mx210 Assistant;%QD17;A4_1
;Тип датчика@11;;См. перечисление ANALOG_SENSORS в библиотеке Mx210 Assistant;%QB68;A4_1
;Полоса фильтра@11;ед. изм.;Полоса пропускания для фильтра нижних частот;%QB69;A4_1
;Сдвиг характеристики@11;ед. изм.;Величина смещения измеренного значения;%QD18;A4_1
;Наклон характеристики@11;;Коэффициент масштабирования смещенного значения;%QD19;A4_1
;Верхняя граница@11;ед. изм.;Для унифицированных сигналов тока или напряжения;%QD20;A4_1
;Нижняя граница@11;ед. изм.;Для унифицированных сигналов тока или напряжения;%QD21;A4_1
;Вход 5 (запись);;См. структуру ANALOG_SENSOR_SETTINGS в библиотеке Mx210 Assistant;%QD22;A4_1
;Тип датчика@12;;См. перечисление ANALOG_SENSORS в библиотеке Mx210 Assistant;%QB88;A4_1
;Полоса фильтра@12;ед. изм.;Полоса пропускания для фильтра нижних частот;%QB89;A4_1
;Сдвиг характеристики@12;ед. изм.;Величина смещения измеренного значения;%QD23;A4_1
;Наклон характеристики@12;;Коэффициент масштабирования смещенного значения;%QD24;A4_1
;Верхняя граница@12;ед. изм.;Для унифицированных сигналов тока или напряжения;%QD25;A4_1
;Нижняя граница@12;ед. изм.;Для унифицированных сигналов тока или напряжения;%QD26;A4_1
;Вход 6 (запись);;См. структуру ANALOG_SENSOR_SETTINGS в библиотеке Mx210 Assistant;%QD27;A4_1
;Тип датчика@13;;См. перечисление ANALOG_SENSORS в библиотеке Mx210 Assistant;%QB108;A4_1
;Полоса фильтра@13;ед. изм.;Полоса пропускания для фильтра нижних частот;%QB109;A4_1
;Сдвиг характеристики@13;ед. изм.;Величина смещения измеренного значения;%QD28;A4_1
;Наклон характеристики@13;;Коэффициент масштабирования смещенного значения;%QD29;A4_1
;Верхняя граница@13;ед. изм.;Для унифицированных сигналов тока или напряжения;%QD30;A4_1
;Нижняя граница@13;ед. изм.;Для унифицированных сигналов тока или напряжения;%QD31;A4_1
;Вход 7 (запись);;См. структуру ANALOG_SENSOR_SETTINGS в библиотеке Mx210 Assistant;%QD32;A4_1
;Тип датчика@14;;См. перечисление ANALOG_SENSORS в библиотеке Mx210 Assistant;%QB128;A4_1
;Полоса фильтра@14;ед. изм.;Полоса пропускания для фильтра нижних частот;%QB129;A4_1
;Сдвиг характеристики@14;ед. изм.;Величина смещения измеренного значения;%QD33;A4_1
;Наклон характеристики@14;;Коэффициент масштабирования смещенного значения;%QD34;A4_1
;Верхняя граница@14;ед. изм.;Для унифицированных сигналов тока или напряжения;%QD35;A4_1
;Нижняя граница@14;ед. изм.;Для унифицированных сигналов тока или напряжения;%QD36;A4_1
;Вход 8 (запись);;См. структуру ANALOG_SENSOR_SETTINGS в библиотеке Mx210 Assistant;%QD37;A4_1
;Тип датчика@15;;См. перечисление ANALOG_SENSORS в библиотеке Mx210 Assistant;%QB148;A4_1
;Полоса фильтра@15;ед. изм.;Полоса пропускания для фильтра нижних частот;%QB149;A4_1
;Сдвиг характеристики@15;ед. изм.;Величина смещения измеренного значения;%QD38;A4_1
;Наклон характеристики@15;;Коэффициент масштабирования смещенного значения;%QD39;A4_1
;Верхняя граница@15;ед. изм.;Для унифицированных сигналов тока или напряжения;%QD40;A4_1
;Нижняя граница@15;ед. изм.;Для унифицированных сигналов тока или напряжения;%QD41;A4_1
;Вход 1;;См. структуру ANALOG_SENSOR_VALUE в библиотеке Mx210 Assistant;%ID51;A4_1
Application.IO.A4_8AI_In_1_LeftTemp_1;Значение;;;%ID51;A4_1
;Циклическое время;;;%IW104;A4_1
;Код статуса;;См. перечисление ANALOG_SENSOR_ERRORS в библиотеке Mx210 Assistant;%IB210;A4_1
;Вход 2;;См. структуру ANALOG_SENSOR_VALUE в библиотеке Mx210 Assistant;%ID53;A4_1
Application.IO.A4_8AI_In_2_RightTemp_1;Значение@1;;;%ID53;A4_1
;Циклическое время@1;;;%IW108;A4_1
;Код статуса@1;;См. перечисление ANALOG_SENSOR_ERRORS в библиотеке Mx210 Assistant;%IB218;A4_1
;Вход 3;;См. структуру ANALOG_SENSOR_VALUE в библиотеке Mx210 Assistant;%ID55;A4_1
Application.IO.A4_8AI_In_3;Значение@2;;;%ID55;A4_1
;Циклическое время@2;;;%IW112;A4_1
;Код статуса@2;;См. перечисление ANALOG_SENSOR_ERRORS в библиотеке Mx210 Assistant;%IB226;A4_1
;Вход 4;;См. структуру ANALOG_SENSOR_VALUE в библиотеке Mx210 Assistant;%ID57;A4_1
Application.IO.A4_8AI_In_4_Test_1;Значение@3;;;%ID57;A4_1
;Циклическое время@3;;;%IW116;A4_1
;Код статуса@3;;См. перечисление ANALOG_SENSOR_ERRORS в библиотеке Mx210 Assistant;%IB234;A4_1
;Вход 5;;См. структуру ANALOG_SENSOR_VALUE в библиотеке Mx210 Assistant;%ID59;A4_1
;Значение@4;;;%ID59;A4_1
;Циклическое время@4;;;%IW120;A4_1
;Код статуса@4;;См. перечисление ANALOG_SENSOR_ERRORS в библиотеке Mx210 Assistant;%IB242;A4_1
;Вход 6;;См. структуру ANALOG_SENSOR_VALUE в библиотеке Mx210 Assistant;%ID61;A4_1
;Значение@5;;;%ID61;A4_1
;Циклическое время@5;;;%IW124;A4_1
;Код статуса@5;;См. перечисление ANALOG_SENSOR_ERRORS в библиотеке Mx210 Assistant;%IB250;A4_1
;Вход 7;;См. структуру ANALOG_SENSOR_VALUE в библиотеке Mx210 Assistant;%ID63;A4_1
;Значение@6;;;%ID63;A4_1
;Циклическое время@6;;;%IW128;A4_1
;Код статуса@6;;См. перечисление ANALOG_SENSOR_ERRORS в библиотеке Mx210 Assistant;%IB258;A4_1
;Вход 8;;См. структуру ANALOG_SENSOR_VALUE в библиотеке Mx210 Assistant;%ID65;A4_1
;Значение@7;;;%ID65;A4_1
;Циклическое время@7;;;%IW132;A4_1
;Код статуса@7;;См. перечисление ANALOG_SENSOR_ERRORS в библиотеке Mx210 Assistant;%IB266;A4_1
