//CoDeSys Mapping Export V1.2
//Mapped variable;//Parameter name @ counter in device;//Unit;//Description;//IEC address;//Device name;
//Important: change only first, third or fourth column in Excel or add variable name before first ;
;;;Канал для того, чтобы в мастере срабатывал IoDrvWriteOutputs, без этого не сработает опрос по команде \ восстановлению связи;%QX168.0;A6_1
;Исключить модуль из опроса;;FALSE - включен, TRUE - выключен;%QX170.0;A6_1
;Флаг ошибки;;Признак ошибки опроса модуля;%IX268.0;A6_1
;Битовая маска выходов (чтение);;;%IW135;A6_1
;Выход 1;;;%IX270.0;A6_1
;Выход 2;;;%IX270.1;A6_1
;Выход 3;;;%IX270.2;A6_1
;Выход 4;;;%IX270.3;A6_1
;Выход 5;;;%IX270.4;A6_1
;Выход 6;;;%IX270.5;A6_1
;Выход 7;;;%IX270.6;A6_1
;Выход 8;;;%IX270.7;A6_1
;Выход 9;;;%IX271.0;A6_1
;Выход 10;;;%IX271.1;A6_1
;Выход 11;;;%IX271.2;A6_1
;Выход 12;;;%IX271.3;A6_1
;Выход 13;;;%IX271.4;A6_1
;Выход 14;;;%IX271.5;A6_1
;Выход 15;;;%IX271.6;A6_1
;Выход 16;;;%IX271.7;A6_1
;Битовая маска выходов (запись);;;%QW86;A6_1
;Выход 1@1;;ШИМ PUL питателя;%QX172.0;A6_1
;Выход 2@1;;Генератор импульсов задвижи;%QX172.1;A6_1
;Выход 3@1;;ШИМ PUL конвейера;%QX172.2;A6_1
;Выход 4@1;;ШИМ PUL насоса (резерв);%QX172.3;A6_1
Application.IO.A6_16DO_Out_5_DIR_M2_1;Выход 5@1;;(DIR) 1_ШД  Заслонка ;%QX172.4;A6_1
Application.IO.A6_16DO_Out_6_DIR_M1_1;Выход 6@1;;(DIR) 1_НШД  Питатель;%QX172.5;A6_1
;Выход 7@1;;;%QX172.6;A6_1
;Выход 8@1;;;%QX172.7;A6_1
Application.IO.A6_16DO_Out_9_DIR_M3_1;Выход 9@1;;;%QX173.0;A6_1
;Выход 10@1;;;%QX173.1;A6_1
;Выход 11@1;;;%QX173.2;A6_1
Application.IO.A6_16DO_Out_12_Green_1;Выход 12@1;;1_Колонна Зел;%QX173.3;A6_1
Application.IO.A6_16DO_Out_13_Yellowe_1;Выход 13@1;;1_Колонна Жёлт;%QX173.4;A6_1
